Node_ID,Node_Type,Link_Type,E_Consumed_J,E_Harvested_J,Net_Energy_J,Life_Days,Can_Listen_AP,AP_Can_Listen
85,PV,RF,3.101779188604744,51.756316993595505,48.65453780499076,inf,True,True
86,PV,RF,3.100290270800133,51.0373782167887,47.93708794598857,inf,True,True
87,PV,RF,3.098913627038269,50.37776114930282,47.27884752226455,inf,True,True
88,PV,RF,3.097523877254499,49.716805771181924,46.61928189392742,inf,True,True
89,PV,RF,3.0958515856808098,48.9280054146516,45.83215382897079,inf,True,True
90,PV,RF,3.094258335100441,48.183068621363354,45.08881028626291,inf,True,True
91,PV,RF,3.09277143360496,47.49360156382495,44.400830130219994,inf,True,True
92,PV,RF,3.0910435024328167,46.69928205587188,43.608238553439065,inf,True,True
93,PV,RF,3.0893357858396504,45.921494380103056,42.832158594263404,inf,True,True
94,PV,RF,3.087819149386455,45.236719225124034,42.14890007573758,inf,True,True
95,PV,RF,3.0861310052883653,44.48107382750577,41.3949428222174,inf,True,True
96,PV,RF,3.0843959325830346,43.7115741951594,40.627178262576365,inf,True,True
97,PV,RF,3.0828954503253057,43.051914555722405,39.9690191053971,inf,True,True
98,PV,RF,3.0813125766705802,42.3618191855748,39.28050660890422,inf,True,True
99,PV,RF,3.0796233551396757,41.631862859096046,38.55223950395637,inf,True,True
100,PV,RF,3.0781706196277883,41.00943044218594,37.93125982255815,inf,True,True
101,PV,RF,3.0767320927400683,40.39791081077727,37.3211787180372,inf,True,True
102,PV,RF,3.075147982966155,39.730021332244085,36.65487334927793,inf,True,True
103,PV,RF,3.0737658653196482,39.15198896746522,36.07822310214557,inf,True,True
104,PV,RF,3.072488747222572,38.62173389533372,35.54924514811115,inf,True,True
105,PV,RF,3.0710544230535577,38.030606426809726,34.959552003756166,inf,True,True
106,PV,RF,3.069760928998678,37.50148767565995,34.431726746661276,inf,True,True
107,PV,RF,3.068645424314774,37.04818370749472,33.97953828317995,inf,True,True
108,PV,RF,3.0673907464587686,36.54163434526737,33.4742435988086,inf,True,True
109,PV,RF,3.0662019715366853,36.0649092776645,32.99870730612781,inf,True,True
110,PV,RF,3.065238073376462,35.680652569602685,32.61541449622622,inf,True,True
111,PV,RF,3.064180450024933,35.261379718816336,32.1971992687914,inf,True,True
112,PV,RF,3.0631154560249283,34.84165673398384,31.77854127795891,inf,True,True
113,PV,RF,3.0622944578689517,34.51978116404816,31.45748670617921,inf,True,True
114,PV,RF,3.061449436301565,34.19001525938918,31.128565823087612,inf,True,True
115,PV,RF,3.0605446202436752,33.83862781757126,30.778083197327582,inf,True,True
116,PV,RF,3.059884018612933,33.583197081286066,30.523313062673132,inf,True,True
117,PV,RF,3.059292953844782,33.355449602954955,30.296156649110173,inf,True,True
118,PV,RF,3.058631481386965,33.10146201923405,30.042830537847085,inf,True,True
119,PV,RF,3.0581505043317097,32.91736828721187,29.85921778288016,inf,True,True
120,PV,RF,3.052679146634398,30.85781345245815,27.805134305823753,inf,True,True
121,PV,RF,3.059759661634925,33.53521781153941,30.475458149904487,inf,True,True
122,PV,RF,3.066711870273492,36.2690075431511,33.202295672877604,inf,True,True
123,PV,RF,3.073133195042863,38.88884387269103,35.81571067764816,inf,True,True
124,PV,RF,3.0790045874712417,41.36614778611274,38.2871431986415,inf,True,True
125,PV,RF,3.084338783725051,43.68635148508707,40.60201270136202,inf,True,True
126,PV,RF,3.089096614855759,45.81313382843645,42.72403721358069,inf,True,True
127,PV,RF,3.093303578893609,47.739719478994985,44.646415900101374,inf,True,True
128,PV,RF,3.0970130292476368,49.475090662045936,46.3780776327983,inf,True,True
129,PV,RF,3.1002034930426974,50.995654212905414,47.895450719862716,inf,True,True
130,PV,RF,3.1028898860847667,52.29639480758558,49.19350492150081,inf,True,True
131,PV,RF,3.1051477196146413,53.4042783793579,50.299130659743255,inf,True,True
132,PV,RF,3.1069772189897154,54.311921534016854,51.20494431502714,inf,True,True
133,PV,RF,3.108375919029818,55.011900103261915,51.9035241842321,inf,True,True
